ma,ten,ten_eg
836123,Nghiệp vụ công tác văn thư,                              
213038,Luyện nói 6,                              
816426,Thanh nhạc 2,
846077,Quản lý ngành GD Đại học,                              
819413,PPNC khoa học giáo dục mầm non,
810104,Tiếng Anh chuyên ngành Lịch sử 1,                              
801048,ĐS sơ cấp và thực hành giải toán,                              
809326,Nghiên cứu văn học từ góc nhìn văn hóa,
820318,Kỹ năng làm việc nhóm và thuyết trình,
203001,Toán A1,                              
834095,Quản lý môi trường nuôi trồng thủy sản,                              
846321,Nghiệp vụ công tác văn thư trong cơ sở giáo dục,
809030,Thi pháp văn học dân gian VN,                              
208028,Y phục thường ngày nam,                              
815086,G/dục hòa nhập HS khuyết tật bậc TH,                              
817303,Trang trí 3,
816435,Ký xướng âm 5,
309009,Một số tác gia văn học trung đại,                              
206031,Chuyên đề : Công nghệ vi sinh,                              
235028,Văn học các nước Đông Nam á,                              
231023,Đồ án môn học,                              
839507,Phân loại tài liệu,
821321,Thực hành hóa vô cơ,
763012,Quản lí HCNN & QL Ngành GD-ĐT (THCS),                              
736072,Nghệ thuật lãnh đạo,                              
841324,PPNC khoa học trong Công nghệ thông tin,
836102,Những vấn đề toàn cầu,                              
802081,Chuyên đề dạy học vật lý 2,                              
803416,Kiểm tra đánh giá trong dạy học hóa học THPT,
OLI001,Vật lí,                              
850006,Toán A3,                              
217011,Vẽ tượng người (đen trắng),                              
319007,Tổ chức hoạt động tạo hình (nâng cao),                              
317005,Nghiên cứu chất liệu,                              
810106,Chuyên đề cách mạng tư sản thời cận đại,                              
816033,PPDH âm nhạc 1,                              
833008,Lịch sử các học thuyết kinh tế,                              
802502,Phát triển chương trình vật lý THPT,
839024,Tiếng Anh chuyên ngành 1,                              
834090,Dân số và sự phát triển bền vững,                              
806407,Sinh thái học và môi trường,
235016,Địa lý du lịch Việt Nam,                              
740126,"Hệ thống ISO trong công tác văn phòng, văn thư và lưu trữ",                              
851402,Thiết kế logic số,
841044,Phương pháp lập trình hướng đối tượng,                              
816403,Kiến thức âm nhạc tổng hợp,
802102,Hóa học đại cương,                              
208031,Y phục lễ tân,                              
850008,Vật lý A2,                              
834414,Thực hành các quá trình hóa - lý trong kỹ thuật môi trường,
844054,Thanh toán quốc tế,                              
836150,Quản trị tài chính trong văn phòng,                              
206010,Phân loại thực vật,                              
802004,Âm nhạc,                              
302007,Lý luận dạy học và BT vật lý PT,                              
817066,Sáng tác 3,                              
315043,âm nhạc 1,                              
816216,Nhạc cụ 3B,                              
713106,Thực hành giảng dạy THCS,                              
